,sofifaid,Overall
3136,195912.0,73.15
3137,196073.0,71.67
3138,196318.0,72.85
3139,196916.0,72.34
3140,197688.0,72.55
3141,197890.0,72.96
3142,198143.0,72.86
3143,198150.0,73.03
3144,198190.0,72.75
3145,198230.0,72.88
3146,198240.0,72.66
3147,198348.0,72.88
3148,198554.0,73.02
3149,198783.0,73.22
3150,198836.0,73.06
3151,198843.0,72.51
3152,199157.0,72.62
3153,199313.0,72.81
3154,199353.0,72.82
3155,199386.0,72.96
3156,199387.0,72.92
3157,199392.0,72.72
3158,199763.0,72.51
3159,199940.0,72.84
3160,199977.0,73.05
3161,200106.0,72.86
3162,200278.0,72.86
3163,200443.0,72.51
3164,200463.0,73.37
3165,200911.0,73.17
3166,200962.0,72.81
3167,201016.0,72.88
3168,201043.0,72.96
3169,201139.0,72.76
3170,201163.0,72.66
3171,201533.0,72.72
3172,201549.0,72.78
3173,202035.0,72.84
3174,202101.0,72.94
3175,202106.0,72.8
3176,202401.0,72.74
3177,202408.0,72.54
3178,202541.0,72.87
3179,202646.0,72.59
3180,203455.0,72.86
3181,203872.0,73.04
3182,204447.0,72.98
3183,204526.0,72.71
3184,204823.0,73.13
3185,204863.0,72.66
3186,204908.0,72.88
3187,205124.0,72.96
3188,205409.0,72.49
3189,205553.0,72.83
3190,206022.0,72.93
3191,206141.0,73.01
3192,206506.0,72.89
3193,206544.0,72.84
3194,206651.0,73.0
3195,206662.0,72.83
3196,207562.0,73.07
3197,207653.0,72.85
3198,207935.0,72.42
3199,208339.0,72.95
3200,208505.0,72.97
3201,208564.0,72.32
3202,209440.0,72.99
3203,209449.0,72.87
3204,210404.0,73.06
3205,210602.0,72.84
3206,210859.0,72.95
3207,211017.0,72.82
3208,211061.0,72.87
3209,211119.0,72.84
3210,211124.0,72.89
3211,211302.0,72.95
3212,211527.0,72.86
3213,211907.0,73.26
3214,212107.0,73.1
3215,212791.0,73.0
3216,212933.0,73.01
3217,213061.0,72.94
3218,213577.0,72.9
3219,213746.0,72.81
3220,214209.0,72.99
3221,214294.0,69.51
3222,214388.0,73.01
3223,214421.0,73.01
3224,214477.0,71.83
3225,214570.0,72.87
3226,214601.0,72.57
3227,214609.0,72.87
3228,214771.0,72.83
3229,214772.0,72.25
3230,215042.0,73.07
3231,215157.0,72.94
3232,215331.0,72.62
3233,216079.0,72.93
3234,216476.0,72.84
3235,216811.0,72.83
3236,217047.0,72.45
3237,217648.0,72.95
3238,218621.0,72.53
3239,219167.0,72.88
3240,219787.0,72.8
3241,219879.0,72.86
3242,219942.0,72.71
3243,220128.0,72.96
3244,220671.0,73.12
3245,221306.0,72.87
3246,222560.0,68.43
3247,223734.0,72.73
3248,225356.0,72.84
3249,225733.0,72.78
3250,226278.0,72.74
3251,226515.0,72.74
3252,226772.0,72.57
3253,230170.0,72.56
3254,230175.0,72.2
3255,230198.0,72.74
3256,230199.0,72.6
3257,230222.0,72.72
3258,230259.0,71.6
3259,230277.0,72.82
3260,230283.0,73.14
3261,230286.0,72.66
3262,230328.0,72.02
3263,230330.0,72.27
3264,230353.0,70.46
3265,230361.0,70.11
3266,230389.0,72.75
3267,230393.0,72.71
3268,230420.0,73.64
3269,230435.0,73.0
3270,230446.0,73.06
3271,230513.0,73.23
3272,230529.0,70.0
3273,231012.0,72.93
3274,231095.0,72.78
3275,232238.0,72.93
3276,232294.0,72.83
3277,232441.0,71.9
3278,232510.0,72.81
3279,232546.0,72.85
3280,234624.0,72.88
3281,234870.0,72.84
3282,235042.0,72.69
3283,236112.0,72.73
3284,241788.0,72.76
3285,251693.0,68.95
3286,251701.0,70.02
3287,251710.0,67.89
3288,245371.0,72.66
3289,234396.0,72.89
3290,246419.0,72.39
3291,224949.0,73.56
3292,236477.0,73.31
3293,239817.0,73.8
3294,231448.0,72.14
3295,234570.0,72.37
3296,237995.0,72.31
3297,240060.0,72.37
3298,247641.0,72.43
3299,232104.0,72.41
3300,237161.0,72.72
3301,237383.0,72.61
3302,239744.0,72.06
3303,239978.0,72.1
3304,251530.0,72.03
3305,227978.0,72.63
3306,231247.0,72.67
3307,231292.0,72.58
3308,231355.0,72.69
3309,232756.0,72.73
3310,234575.0,72.63
3311,235987.0,72.78
3312,236246.0,72.63
3313,236636.0,72.87
3314,236947.0,72.86
3315,237512.0,72.62
3316,239732.0,72.86
3317,240017.0,71.71
3318,240690.0,72.57
3319,241497.0,72.19
3320,241854.0,72.2
3321,242516.0,71.94
3322,243019.0,72.42
3323,246748.0,72.69
3324,220048.0,72.64
3325,220534.0,72.78
3326,222428.0,72.72
3327,224422.0,72.52
3328,225106.0,72.74
3329,225974.0,72.71
3330,229793.0,72.18
3331,233926.0,72.8
3332,234119.0,72.38
3333,235073.0,71.75
3334,236723.0,72.6
3335,237544.0,72.41
3336,239845.0,72.68
3337,240099.0,72.31
3338,240359.0,72.75
3339,241856.0,72.13
3340,243244.0,72.62
3341,218659.0,72.31
3342,221323.0,71.65
3343,224921.0,72.25
3344,228738.0,72.41
3345,229448.0,72.31
3346,233943.0,72.01
3347,234178.0,72.35
3348,236298.0,72.06
3349,238637.0,72.54
3350,251181.0,71.86
3351,213829.0,72.26
3352,215441.0,72.33
3353,215556.0,72.38
3354,219087.0,72.09
3355,223671.0,71.94
3356,225844.0,72.37
3357,226085.0,72.51
3358,226356.0,72.66
3359,227642.0,72.41
3360,227667.0,72.28
3361,230144.0,72.49
3362,231240.0,72.02
3363,231638.0,72.19
3364,233960.0,72.09
3365,234100.0,72.02
3366,234333.0,71.53
3367,234787.0,72.09
3368,237841.0,72.16
3369,240193.0,72.43
3370,240271.0,72.01
3371,242614.0,69.55
3372,244628.0,72.38
3373,212261.0,72.02
3374,213017.0,72.0
3375,213917.0,72.33
3376,215086.0,71.65
3377,215433.0,72.18
3378,219709.0,72.13
3379,220659.0,72.09
3380,221433.0,71.94
3381,221860.0,72.04
3382,223929.0,71.88
3383,226285.0,71.59
3384,228279.0,71.56
3385,228321.0,72.03
3386,229541.0,71.8
3387,229574.0,71.95
3388,230074.0,71.87
3389,233314.0,72.06
3390,234171.0,71.85
3391,234457.0,72.27
3392,234710.0,71.85
3393,235149.0,71.61
3394,236393.0,71.96
3395,236823.0,71.65
3396,236998.0,72.01
3397,237283.0,72.04
3398,237539.0,71.31
3399,238305.0,72.0
3400,239808.0,71.82
3401,240988.0,71.95
3402,242845.0,71.91
3403,243270.0,71.87
3404,244621.0,72.0
3405,246387.0,72.05
3406,248106.0,71.36
3407,252308.0,72.0
3408,207984.0,72.01
3409,210981.0,72.06
3410,216349.0,72.0
3411,219510.0,72.1
3412,219686.0,71.92
3413,222544.0,71.95
3414,222724.0,71.81
3415,223208.0,67.66
3416,223749.0,71.93
3417,223926.0,71.69
3418,224158.0,71.93
3419,224428.0,71.93
3420,224956.0,71.27
3421,225811.0,71.74
3422,225855.0,71.96
3423,227106.0,72.03
3424,229948.0,71.97
3425,231433.0,71.95
3426,231919.0,71.85
3427,232223.0,71.89
3428,233250.0,72.01
3429,233493.0,71.29
3430,234835.0,72.15
3431,235512.0,71.79
3432,235781.0,71.87
3433,237131.0,71.98
3434,237600.0,71.67
3435,239106.0,71.92
3436,251221.0,71.87
3437,195698.0,72.26
3438,206083.0,72.06
3439,207559.0,72.04
3440,210985.0,71.8
3441,211239.0,71.89
3442,212118.0,72.0
3443,212680.0,71.86
3444,213777.0,71.69
3445,215970.0,71.74
3446,216380.0,71.82
3447,217287.0,71.87
3448,218359.0,72.14
3449,219469.0,71.88
3450,219736.0,71.96
3451,219848.0,72.08
3452,220075.0,71.83
3453,220466.0,72.05
3454,221331.0,71.97
3455,221923.0,72.12
3456,221944.0,72.07
3457,222825.0,72.01
3458,223596.0,71.91
3459,224045.0,71.85
3460,224440.0,71.88
3461,225149.0,71.81
3462,225950.0,72.04
3463,227890.0,72.03
3464,227939.0,71.94
3465,228171.0,71.97
3466,229526.0,72.12
3467,234832.0,72.01
3468,234924.0,71.71
3469,235103.0,71.86
3470,237340.0,71.94
3471,238013.0,72.21
3472,239645.0,72.42
3473,239782.0,72.03
3474,244368.0,71.97
3475,244789.0,71.99
3476,251611.0,72.04
3477,197031.0,71.99
3478,199779.0,72.3
3479,200159.0,72.09
3480,201093.0,72.01
3481,201122.0,72.33
3482,201895.0,72.02
3483,203161.0,72.45
3484,204246.0,72.32
3485,206238.0,72.03
3486,206534.0,72.05
3487,209830.0,71.99
3488,210112.0,71.91
3489,210386.0,71.9
3490,211231.0,72.36
3491,211250.0,72.26
3492,211348.0,71.91
3493,211506.0,71.99
3494,212401.0,71.97
3495,213613.0,71.94
3496,214436.0,71.92
3497,214948.0,71.98
3498,215152.0,72.05
3499,216334.0,72.09
3500,216391.0,71.82
3501,216523.0,72.39
3502,218341.0,72.04
3503,219180.0,72.2
3504,219409.0,72.03
3505,220029.0,72.03
3506,223510.0,72.01
3507,224378.0,72.18
3508,224970.0,71.93
3509,225440.0,71.9
3510,226385.0,71.97
3511,226877.0,72.03
3512,229949.0,71.96
3513,231493.0,70.03
3514,232655.0,71.94
3515,235419.0,71.99
3516,236621.0,72.02
3517,238660.0,71.9
3518,239210.0,71.74
3519,190947.0,72.08
3520,198705.0,72.01
3521,199550.0,72.53
3522,200094.0,70.26
3523,200765.0,72.35
3524,201342.0,72.64
3525,201438.0,72.03
3526,201877.0,72.01
3527,202547.0,72.05
3528,203304.0,72.01
3529,203435.0,72.24
3530,203780.0,72.3
3531,204163.0,72.18
3532,204412.0,72.09
3533,208159.0,71.9
3534,208892.0,71.9
3535,211099.0,71.9
3536,211738.0,72.13
3537,212225.0,72.29
3538,212424.0,72.09
3539,213092.0,72.01
3540,213813.0,71.86
3541,214323.0,72.21
3542,214358.0,72.07
3543,214622.0,71.81
3544,215070.0,72.08
3545,215076.0,72.09
3546,217085.0,72.11
3547,217242.0,71.97
3548,220061.0,72.28
3549,220084.0,71.99
3550,220355.0,72.06
3551,220513.0,71.89
3552,220685.0,71.96
3553,221250.0,72.12
3554,221269.0,71.53
3555,221797.0,71.9
3556,222959.0,72.05
3557,223283.0,72.01
3558,224368.0,71.89
3559,224719.0,72.06
3560,225114.0,71.88
3561,227227.0,71.77
3562,227785.0,72.0
3563,228981.0,71.9
3564,229404.0,72.45
3565,231601.0,71.9
3566,233600.0,67.93
3567,234716.0,72.07
3568,234875.0,71.85
3569,234933.0,72.61
3570,235002.0,72.45
3571,235047.0,71.86
3572,235210.0,72.1
3573,235812.0,71.96
3574,235996.0,71.66
3575,237153.0,71.51
3576,237419.0,72.24
3577,238830.0,71.9
3578,239073.0,71.97
3579,239322.0,72.28
3580,241731.0,72.06
3581,241775.0,72.61
3582,244381.0,72.63
3583,244709.0,72.09
3584,247036.0,72.07
3585,186158.0,72.56
3586,186695.0,72.53
3587,187208.0,71.82
3588,188538.0,72.52
3589,190549.0,72.01
3590,193182.0,72.08
3591,193336.0,70.38
3592,200138.0,72.05
3593,203038.0,71.91
3594,203633.0,71.94
3595,204826.0,72.32
3596,205210.0,71.88
3597,205343.0,72.13
3598,208160.0,71.98
3599,208862.0,72.52
3600,210814.0,72.52
3601,213750.0,71.89
3602,213937.0,72.01
3603,215010.0,72.53
3604,216191.0,72.41
3605,216289.0,71.94
3606,216520.0,72.38
3607,217007.0,71.98
3608,221370.0,71.63
3609,223593.0,71.94
3610,223922.0,72.06
3611,224003.0,71.04
3612,224459.0,71.88
3613,225206.0,71.86
3614,225402.0,71.81
3615,229282.0,72.02
3616,230117.0,72.2
3617,235544.0,72.0
3618,240034.0,72.56
3619,184436.0,71.95
3620,186156.0,72.33
3621,188485.0,72.37
3622,189300.0,72.09
3623,190780.0,71.81
3624,192495.0,72.05
3625,192567.0,72.15
3626,193910.0,72.22
3627,194015.0,72.08
3628,199151.0,72.12
3629,199244.0,72.1
3630,199504.0,72.18
3631,199651.0,72.11
3632,199809.0,72.03
3633,200519.0,72.13
3634,200918.0,72.08
3635,201290.0,72.17
3636,201363.0,72.06
3637,201368.0,72.14
3638,201751.0,69.36
3639,203581.0,72.08
3640,203725.0,71.91
3641,203782.0,72.08
3642,203783.0,72.27
3643,204250.0,72.08
3644,204684.0,72.19
3645,205243.0,72.18
3646,205401.0,72.01
3647,206577.0,71.96
3648,207676.0,72.07
3649,208045.0,71.92
3650,208052.0,72.18
3651,209430.0,72.06
3652,209485.0,72.06
3653,210377.0,72.04
3654,210603.0,72.01
3655,210879.0,72.09
3656,210923.0,71.03
3657,211556.0,72.16
3658,211891.0,72.06
3659,212478.0,72.09
3660,213030.0,72.43
3661,214129.0,71.71
3662,214168.0,71.91
3663,214671.0,72.02
3664,215139.0,72.17
3665,215181.0,72.33
3666,215927.0,72.06
3667,216283.0,72.27
3668,218216.0,71.82
3669,219496.0,72.03
3670,219652.0,72.06
3671,223489.0,72.09
3672,223685.0,72.04
3673,224508.0,72.07
3674,224975.0,71.93
3675,225060.0,72.12
3676,227591.0,72.1
3677,228124.0,72.21
3678,228312.0,71.98
3679,230560.0,71.96
3680,232183.0,71.89
3681,234949.0,72.04
3682,239593.0,72.03
3683,243867.0,72.12
3684,245062.0,72.4
3685,248020.0,72.44
3686,46175.0,69.47
3687,48745.0,71.45
3688,53110.0,71.63
3689,53739.0,71.17
3690,54033.0,71.44
3691,102064.0,71.23
3692,121937.0,72.01
3693,137361.0,71.26
3694,137460.0,71.23
3695,137774.0,69.88
3696,140196.0,68.68
3697,142258.0,72.73
3698,142499.0,70.67
3699,142592.0,71.29
3700,142762.0,71.23
3701,143598.0,71.1
3702,149258.0,71.35
3703,150590.0,71.11
3704,152922.0,72.09
3705,155463.0,71.71
3706,156483.0,71.28
3707,157219.0,71.09
3708,157804.0,71.79
3709,158375.0,71.73
3710,158394.0,71.33
3711,158851.0,70.16
3712,158956.0,71.24
3713,159043.0,72.27
3714,163056.0,71.63
3715,163261.0,71.8
3716,163419.0,70.9
3717,163492.0,70.96
3718,163873.0,71.48
3719,164505.0,71.6
3720,164985.0,71.38
3721,165321.0,71.76
3722,165493.0,71.97
3723,167599.0,72.0
3724,167601.0,71.54
3725,167812.0,71.99
3726,167933.0,70.94
3727,167936.0,71.08
3728,168930.0,71.95
3729,169345.0,71.55
3730,169386.0,70.44
3731,169596.0,71.84
3732,170039.0,71.72
3733,171087.0,71.73
3734,172013.0,71.41
3735,172077.0,69.86
3736,172317.0,70.88
3737,172649.0,72.1
3738,172882.0,71.92
3739,173132.0,71.94
3740,173162.0,72.23
3741,173370.0,71.8
3742,175391.0,71.07
3743,175932.0,71.46
3744,176345.0,71.46
3745,176346.0,71.54
3746,176619.0,72.87
3747,176841.0,71.95
3748,176903.0,70.64
3749,177522.0,71.04
3750,177782.0,70.92
3751,177790.0,71.9
3752,178087.0,71.97
3753,178171.0,71.76
3754,178393.0,72.0
3755,178475.0,72.17
3756,178571.0,70.24
3757,178600.0,71.75
3758,179565.0,72.04
3759,179891.0,72.26
3760,179972.0,71.95
3761,180281.0,72.09
3762,180754.0,71.15
3763,180818.0,71.96
3764,181256.0,71.21
3765,181375.0,67.77
3766,181479.0,69.72
3767,182343.0,71.97
3768,182411.0,72.07
3769,182435.0,71.77
3770,183068.0,71.94
3771,183177.0,70.94
3772,183211.0,72.83
3773,183220.0,71.94
3774,183287.0,71.41
3775,183361.0,71.89
3776,183567.0,71.8
3777,183955.0,71.97
3778,183982.0,71.96
3779,184136.0,72.1
3780,184139.0,71.61
3781,184220.0,72.0
3782,185010.0,71.93
3783,185144.0,71.93
3784,185260.0,72.54
3785,185394.0,71.85
3786,185427.0,71.6
3787,186347.0,71.26
3788,186385.0,71.8
3789,186567.0,71.53
3790,186598.0,71.75
3791,186651.0,71.11
3792,186681.0,72.0
3793,186783.0,72.04
3794,186805.0,71.96
3795,186941.0,71.82
3796,187084.0,72.09
3797,187478.0,71.91
3798,188000.0,71.88
3799,188070.0,71.97
3800,188124.0,71.91
3801,188157.0,72.4
3802,188269.0,69.51
3803,188334.0,71.94
3804,188335.0,72.06
3805,188416.0,71.67
3806,188499.0,68.72
3807,188506.0,71.99
3808,188541.0,71.99
3809,188616.0,72.03
3810,188871.0,71.93
3811,188930.0,71.44
3812,188949.0,72.05
3813,189118.0,71.39
3814,189342.0,71.73
3815,189397.0,71.61
3816,189436.0,71.72
3817,189485.0,72.01
3818,189557.0,71.17
3819,189661.0,72.01
3820,189680.0,72.08
3821,189707.0,72.71
3822,189715.0,71.98
3823,189723.0,72.02
3824,189923.0,71.52
3825,189945.0,71.95
3826,190084.0,72.27
3827,190356.0,72.33
3828,190424.0,72.27
3829,190430.0,71.78
3830,190560.0,71.72
3831,190593.0,71.93
3832,190664.0,71.95
3833,190671.0,72.5
3834,190772.0,71.79
3835,190942.0,71.76
3836,191269.0,71.95
3837,191388.0,71.96
3838,191547.0,71.88
3839,192026.0,72.09
3840,192128.0,71.99
3841,192129.0,71.76
3842,192205.0,72.15
3843,192321.0,71.96
3844,192362.0,71.97
3845,192540.0,72.76
3846,192665.0,71.99
3847,192778.0,71.95
3848,192904.0,71.85
3849,193077.0,71.94
3850,193254.0,71.4
3851,193278.0,71.98
3852,193420.0,71.82
3853,193495.0,72.16
3854,193550.0,72.56
3855,193632.0,72.04
3856,193780.0,72.1
3857,193884.0,72.02
3858,194082.0,71.04
3859,194174.0,71.98
3860,194964.0,71.98
3861,197439.0,71.52
3862,198067.0,71.71
3863,198076.0,71.65
3864,198136.0,71.94
3865,198261.0,71.85
3866,198426.0,72.05
3867,198429.0,72.06
3868,198451.0,72.1
3869,198630.0,71.73
3870,198857.0,71.76
3871,199183.0,71.94
3872,199266.0,71.99
3873,199288.0,71.42
3874,199412.0,71.98
3875,199419.0,71.94
3876,199511.0,71.88
3877,199776.0,72.04
3878,199781.0,71.74
3879,199897.0,72.2
3880,199964.0,71.98
3881,200108.0,71.62
3882,200271.0,71.82
3883,200275.0,71.99
3884,200517.0,71.98
3885,200521.0,71.96
3886,200735.0,71.96
3887,201041.0,71.99
3888,201129.0,71.53
3889,201145.0,72.02
3890,201220.0,72.31
3891,201285.0,72.02
3892,201304.0,72.0
3893,201509.0,71.71
3894,201529.0,71.63
3895,202107.0,72.15
3896,202115.0,71.81
3897,202157.0,71.88
3898,202184.0,72.0
3899,202559.0,72.03
3900,202986.0,71.84
3901,203439.0,71.96
3902,203544.0,71.65
3903,203703.0,68.19
3904,203774.0,71.95
3905,203793.0,71.99
3906,203889.0,71.91
3907,203929.0,68.58
3908,204307.0,71.56
3909,204337.0,71.96
3910,204338.0,71.79
3911,204555.0,71.95
3912,204776.0,71.97
3913,204904.0,71.57
3914,204977.0,70.07
3915,205408.0,70.94
3916,205630.0,71.76
3917,205735.0,71.98
3918,205941.0,71.92
3919,206124.0,70.72
3920,206316.0,71.95
3921,207472.0,72.06
3922,207553.0,72.02
3923,207733.0,71.32
3924,208017.0,71.93
3925,208114.0,72.0
3926,208277.0,67.91
3927,208374.0,72.06
3928,208440.0,71.69
3929,208949.0,71.95
3930,210258.0,71.95
3931,210321.0,72.02
3932,210374.0,72.22
3933,210434.0,71.71
3934,210722.0,71.94
3935,211287.0,71.97
3936,211626.0,72.06
3937,211920.0,71.98
3938,212408.0,71.96
3939,212607.0,71.76
3940,212879.0,72.01
3941,213107.0,71.98
3942,213498.0,71.96
3943,213619.0,70.99
3944,213846.0,71.8
3945,214169.0,71.69
3946,214327.0,71.86
3947,214350.0,71.98
3948,214373.0,71.18
3949,214376.0,71.94
3950,214393.0,71.78
3951,214562.0,71.98
3952,214662.0,71.58
3953,214717.0,72.45
3954,215144.0,72.02
3955,215186.0,71.96
3956,215262.0,71.96
3957,215294.0,71.98
3958,215321.0,72.01
3959,215391.0,72.12
3960,216036.0,71.61
3961,216072.0,71.69
3962,216356.0,71.51
3963,216376.0,71.98
3964,216482.0,72.02
3965,217646.0,72.75
3966,217844.0,71.64
3967,217852.0,71.95
3968,218050.0,71.61
3969,218623.0,71.23
3970,219181.0,72.02
3971,219525.0,72.0
3972,219758.0,72.12
3973,219771.0,71.65
3974,221434.0,71.92
3975,221553.0,66.62
3976,221610.0,68.98
3977,221820.0,71.96
3978,221969.0,71.53
3979,222204.0,71.97
3980,222553.0,72.05
3981,223243.0,71.65
3982,223247.0,72.29
3983,223248.0,71.98
3984,223543.0,71.95
3985,223615.0,71.71
3986,223879.0,72.01
3987,224104.0,71.66
3988,224367.0,70.86
3989,224507.0,72.02
3990,225701.0,70.88
3991,225880.0,71.71
3992,226075.0,71.95
3993,226203.0,72.11
3994,227530.0,71.85
3995,229321.0,71.94
3996,230231.0,69.82
3997,230257.0,71.49
3998,230278.0,71.97
3999,230281.0,72.02
4000,230289.0,70.86
4001,230291.0,71.94
4002,230296.0,71.98
4003,230298.0,71.95
4004,230302.0,71.98
4005,230333.0,69.68
4006,230341.0,69.95
4007,230344.0,71.62
4008,230390.0,71.87
4009,230421.0,70.22
4010,230424.0,71.83
4011,230429.0,70.01
4012,230434.0,71.96
4013,230441.0,71.66
4014,230448.0,71.93
4015,230452.0,70.16
4016,230461.0,71.98
4017,230478.0,72.03
4018,230479.0,71.99
4019,230484.0,71.31
4020,230516.0,71.91
4021,230521.0,71.96
4022,230530.0,70.6
4023,230665.0,71.55
4024,231077.0,71.48
4025,232514.0,72.01
4026,233075.0,72.0
4027,233982.0,71.6
4028,234028.0,71.98
4029,234458.0,71.81
4030,234618.0,72.01
4031,234966.0,71.91
4032,235176.0,71.93
4033,236075.0,69.95
4034,236076.0,71.52
4035,237109.0,72.1
4036,239875.0,71.63
4037,241166.0,72.05
4038,241990.0,71.54
4039,251695.0,69.1
4040,251718.0,69.03
4041,243715.0,72.2
4042,242816.0,71.84
4043,234108.0,71.73
4044,239970.0,71.54
4045,245388.0,72.14
4046,244389.0,71.82
4047,247185.0,72.11
4048,231089.0,72.41
4049,241390.0,70.93
4050,243245.0,70.88
4051,244778.0,71.08
4052,221600.0,71.71
4053,225502.0,71.63
4054,229682.0,71.47
4055,230681.0,71.25
4056,234505.0,71.21
4057,235673.0,71.25
4058,243014.0,71.01
4059,247204.0,71.29
4060,212516.0,71.67
4061,225668.0,71.3
4062,225793.0,71.3
4063,226508.0,71.2
4064,234032.0,71.7
4065,234112.0,71.06
4066,235658.0,70.98
4067,235794.0,71.3
4068,237156.0,71.17
4069,237642.0,71.73
4070,238041.0,70.74
4071,241202.0,71.02
4072,222573.0,71.4
4073,226108.0,71.44
4074,226677.0,70.98
4075,228675.0,71.56
4076,231628.0,71.46
4077,232708.0,70.85
4078,233411.0,71.16
4079,239475.0,70.94
4080,241130.0,70.91
4081,242664.0,71.11
4082,244204.0,71.55
4083,245209.0,70.65
4084,222045.0,71.21
4085,223978.0,70.93
4086,225034.0,71.33
4087,229606.0,71.61
4088,230978.0,70.97
4089,231113.0,71.49
4090,237985.0,70.58
4091,238497.0,71.58
4092,239580.0,71.08
4093,239718.0,70.81
4094,240561.0,70.97
4095,241162.0,71.01
4096,241176.0,71.25
4097,243988.0,71.15
4098,244270.0,70.81
4099,245240.0,70.91
4100,251675.0,71.47
4101,216003.0,71.1
4102,225591.0,71.43
4103,226170.0,71.34
4104,227638.0,71.1
4105,229271.0,71.3
4106,229337.0,70.69
4107,231227.0,70.5
4108,232080.0,71.06
4109,234203.0,70.36
4110,234889.0,70.79
4111,235290.0,71.17
4112,236555.0,71.37
4113,237646.0,71.13
4114,239340.0,70.61
4115,239491.0,71.5
4116,240351.0,71.17
4117,244287.0,70.68
4118,205990.0,71.07
4119,210697.0,71.29
4120,213209.0,70.94
4121,214876.0,71.38
4122,219585.0,71.07
4123,220901.0,70.75
4124,222840.0,71.06
4125,223231.0,70.98
4126,224796.0,71.08
4127,225530.0,71.33
4128,225652.0,71.26
4129,225863.0,70.54
4130,228761.0,70.96
4131,228838.0,71.1
4132,229631.0,70.91
4133,231360.0,71.07
4134,231390.0,70.78
4135,232523.0,71.33
4136,234376.0,70.96
4137,235706.0,70.92
4138,235717.0,70.85
4139,236696.0,70.85
4140,240095.0,71.02
4141,243538.0,70.77
4142,244186.0,70.74
4143,244544.0,70.82
4144,203249.0,70.97
4145,210385.0,70.81
4146,211504.0,70.97
4147,212454.0,71.15
4148,213839.0,71.11
4149,213868.0,70.97
4150,214944.0,71.0
4151,215522.0,70.72
4152,220502.0,71.07
4153,222590.0,70.9
4154,225363.0,70.96
4155,226380.0,70.92
4156,227558.0,71.02
4157,227945.0,70.93
4158,228179.0,70.94
4159,228942.0,71.13
4160,229010.0,70.67
4161,229896.0,70.84
4162,229971.0,70.83
4163,231423.0,70.72
4164,231571.0,71.0
4165,231749.0,70.91
4166,233301.0,70.18
4167,235554.0,70.52
4168,237456.0,70.85
4169,239755.0,70.94
4170,245058.0,70.84
4171,245733.0,71.07
4172,246405.0,70.83
4173,192114.0,71.18
4174,204496.0,71.48
4175,205818.0,71.0
4176,210688.0,71.04
4177,212079.0,71.25
4178,212126.0,70.98
4179,212138.0,71.11
4180,212223.0,71.06
4181,212382.0,71.21
4182,212625.0,70.84
4183,214096.0,70.98
4184,214226.0,71.12
4185,216275.0,71.08
4186,216381.0,70.95
4187,216814.0,71.03
4188,217813.0,70.81
4189,219522.0,70.98
4190,219626.0,71.0
4191,219670.0,70.79
4192,220165.0,71.09
4193,221367.0,70.98
4194,221618.0,70.87
4195,225151.0,71.17
4196,225995.0,70.77
4197,226035.0,71.06
4198,226777.0,71.1
4199,228326.0,71.07
4200,228595.0,71.19
4201,228614.0,71.02
4202,231428.0,71.01
4203,233231.0,70.92
4204,233292.0,71.28
4205,233825.0,71.09
4206,233849.0,70.85
4207,234122.0,70.89
4208,234515.0,71.26
4209,235297.0,70.84
4210,237554.0,70.98
4211,238922.0,71.1
4212,239712.0,70.79
4213,240471.0,70.89
4214,241720.0,71.13
4215,243661.0,70.88
4216,244466.0,71.05
4217,198900.0,71.44
4218,199904.0,70.79
4219,201876.0,71.06
4220,202489.0,70.97
4221,206085.0,70.95
4222,206538.0,71.17
4223,209529.0,71.01
4224,210365.0,71.12
4225,211009.0,71.05
4226,211365.0,71.03
4227,212231.0,71.37
4228,214727.0,71.04
4229,214937.0,70.75
4230,215178.0,71.22
4231,216481.0,71.04
4232,217168.0,71.1
4233,219617.0,71.29
4234,221912.0,70.76
4235,222022.0,71.08
4236,223751.0,70.92
4237,224444.0,71.0
4238,225541.0,71.09
4239,225669.0,70.87
4240,227689.0,71.05
4241,229584.0,70.76
4242,234667.0,71.07
4243,234698.0,70.99
4244,235981.0,70.75
4245,241994.0,70.91
4246,244194.0,71.39
4247,244263.0,71.17
4248,246098.0,70.88
4249,247235.0,70.69
4250,188597.0,70.87
4251,198625.0,70.58
4252,198810.0,70.91
4253,200754.0,70.99
4254,200778.0,70.95
4255,202605.0,71.02
4256,202676.0,71.09
4257,202905.0,71.15
4258,204092.0,71.59
4259,204844.0,70.91
4260,204939.0,71.08
4261,205008.0,70.72
4262,205157.0,71.04
4263,205495.0,71.09
4264,205529.0,71.07
4265,205585.0,71.26
4266,205970.0,71.03
4267,208822.0,70.97
4268,209987.0,70.4
4269,210171.0,71.08
4270,210237.0,71.11
4271,210296.0,70.96
4272,211176.0,70.69
4273,211522.0,70.98
4274,212249.0,70.93
4275,212947.0,70.82
4276,213302.0,70.89
4277,213332.0,70.97
4278,214366.0,71.21
4279,214485.0,71.02
4280,214718.0,70.7
4281,214817.0,71.21
4282,214971.0,71.03
4283,216199.0,70.95
4284,216472.0,71.0
4285,218981.0,70.96
4286,221284.0,70.96
4287,221641.0,71.22
4288,221990.0,71.08
4289,222546.0,70.74
4290,222692.0,70.44
4291,222900.0,70.62
4292,223240.0,70.94
4293,223293.0,70.82
4294,223297.0,70.94
4295,223537.0,71.17
4296,224186.0,70.85
4297,224189.0,70.97
4298,224524.0,71.03
4299,226273.0,71.09
4300,226616.0,71.01
